experiment,runs,f1_macro_mean,f1_macro_sd,f1_macro_min,f1_macro_max,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_min,balanced_accuracy_max,errors_mean,errors_sd,errors_min,errors_max,f1_Allow_mean,f1_Allow_sd,f1_Allow_min,f1_Allow_max,f1_Deny_mean,f1_Deny_sd,f1_Deny_min,f1_Deny_max,f1_Drop_mean,f1_Drop_sd,f1_Drop_min,f1_Drop_max,test_rows_median
application_category_heldout,5,0.5637068531557229,0.28265109418163065,0.22869115972206255,0.9467968477414366,0.7015347275630032,0.2037743828434931,0.5005450200622197,0.9203822027518545,46175.8,98663.6934272177,146.0,222650.0,0.8502617054846286,0.32515482301868365,0.2686283784671581,0.9994319375598216,0.30210713998331956,0.34423986125706224,0.0031031807602792862,0.840958605664488,0.43871573233862965,0.518153774341863,0.0,1.0,234846.0
destination_service_heldout,5,0.8434561516604824,0.14003463033029656,0.6564758390538915,1.0,0.8791890553020378,0.13241035754760583,0.6825493429684641,1.0,9091.8,15847.217743187603,0.0,37316.0,0.9888957887784962,0.016934168669227652,0.9591368318232489,1.0,0.5414726662029511,0.406175779635643,0.010290685338425632,1.0,1.0,0.0,1.0,1.0,338279.0
