key_id,fields,repeat,seed,frequency_preserved_exactly,cardinality_preserved_exactly,rows,distinct_contexts,ucc_distinctness_ratio,duplicate_excess_rows,singleton_contexts,singleton_context_share,singleton_rows,singleton_row_share,conflicted_contexts,conflicted_rows,bayes_error,bayes_error_rate,agreement_rate,context_size_median,context_size_p90,context_size_p95,context_size_max
K2,Application | Bytes | Destination Country | Source Port,14,42,True,True,1048576,840356,0.8014259338378906,208220,756505,0.9002196688070294,756505,0.7214593887329102,9,137,13,1.239776611328125e-05,0.9999876022338867,1.0,1.0,2.0,4664
K3,Bytes | Destination Port | Outbound Interface | Source Port,14,42,True,True,1048576,937075,0.8936643600463867,111501,887306,0.9468889896753194,887306,0.8462009429931641,17,147,30,2.86102294921875e-05,0.9999713897705078,1.0,1.0,2.0,2270
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,14,42,True,True,1048576,834848,0.796173095703125,213728,748230,0.8962469814864502,748230,0.7135677337646484,22,167,41,3.910064697265625e-05,0.9999608993530273,1.0,2.0,2.0,4679
K5,Bytes | Category of app | Outbound Interface | Source Port,14,42,True,True,1048576,834716,0.7960472106933594,213860,748017,0.8961335352383326,748017,0.7133646011352539,31,228,54,5.14984130859375e-05,0.9999485015869141,1.0,2.0,2.0,4679
K6,Bytes | Outbound Interface | Source Port | Technology of app,14,42,True,True,1048576,834326,0.7956752777099609,214250,747454,0.8958776305664692,747454,0.7128276824951172,25,194,49,4.673004150390625e-05,0.9999532699584961,1.0,2.0,2.0,4679
K7,Bytes | Outbound Interface | Risk of app | Source Port,14,42,True,True,1048576,835083,0.7963972091674805,213493,748601,0.8964390365987572,748601,0.7139215469360352,25,173,44,4.1961669921875e-05,0.9999580383300781,1.0,2.0,2.0,4679
K1,Application | Bytes | Outbound Interface | Source Port,15,42,True,True,1048576,835370,0.7966709136962891,213206,749346,0.897022876090834,749346,0.7146320343017578,25,143,36,3.4332275390625e-05,0.9999656677246094,1.0,2.0,2.0,4851
K2,Application | Bytes | Destination Country | Source Port,15,42,True,True,1048576,840403,0.8014707565307617,208173,756824,0.9005489033237625,756824,0.7217636108398438,6,15,7,6.67572021484375e-06,0.9999933242797852,1.0,1.0,2.0,4836
K3,Bytes | Destination Port | Outbound Interface | Source Port,15,42,True,True,1048576,936706,0.8933124542236328,111870,887037,0.9469748245447345,887037,0.8459444046020508,21,116,23,2.193450927734375e-05,0.9999780654907227,1.0,1.0,2.0,2247
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,15,42,True,True,1048576,834969,0.7962884902954102,213607,748729,0.8967147283312314,748729,0.7140436172485352,27,147,38,3.62396240234375e-05,0.9999637603759766,1.0,2.0,2.0,4851
K5,Bytes | Category of app | Outbound Interface | Source Port,15,42,True,True,1048576,834835,0.7961606979370117,213741,748520,0.8966083118220965,748520,0.7138442993164062,36,183,52,4.9591064453125e-05,0.9999504089355469,1.0,2.0,2.0,4851
K6,Bytes | Outbound Interface | Source Port | Technology of app,15,42,True,True,1048576,834426,0.7957706451416016,214150,747887,0.8962891856198153,747887,0.7132406234741211,35,207,47,4.482269287109375e-05,0.9999551773071289,1.0,2.0,2.0,4851
K7,Bytes | Outbound Interface | Risk of app | Source Port,15,42,True,True,1048576,835198,0.7965068817138672,213378,749081,0.8968903182239422,749081,0.7143793106079102,30,154,41,3.910064697265625e-05,0.9999608993530273,1.0,2.0,2.0,4851
K1,Application | Bytes | Outbound Interface | Source Port,16,42,True,True,1048576,835458,0.7967548370361328,213118,749394,0.8969858448898688,749394,0.7146778106689453,16,156,29,2.765655517578125e-05,0.9999723434448242,1.0,2.0,2.0,4760
K2,Application | Bytes | Destination Country | Source Port,16,42,True,True,1048576,840582,0.8016414642333984,207994,757055,0.9006319431060861,757055,0.7219839096069336,8,110,10,9.5367431640625e-06,0.9999904632568359,1.0,1.0,2.0,4739
K3,Bytes | Destination Port | Outbound Interface | Source Port,16,42,True,True,1048576,937416,0.8939895629882812,111160,887889,0.9471664661153639,887889,0.8467569351196289,15,150,22,2.09808349609375e-05,0.9999790191650391,1.0,1.0,2.0,2326
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,16,42,True,True,1048576,835068,0.7963829040527344,213508,748800,0.8966934429291986,748800,0.714111328125,17,161,30,2.86102294921875e-05,0.9999713897705078,1.0,2.0,2.0,4760
K5,Bytes | Category of app | Outbound Interface | Source Port,16,42,True,True,1048576,834930,0.7962512969970703,213646,748581,0.8965793539578168,748581,0.713902473449707,24,205,39,3.719329833984375e-05,0.9999628067016602,1.0,2.0,2.0,4760
K6,Bytes | Outbound Interface | Source Port | Technology of app,16,42,True,True,1048576,834529,0.7958688735961914,214047,747957,0.8962624426472897,747957,0.7133073806762695,25,206,46,4.38690185546875e-05,0.9999561309814453,1.0,2.0,2.0,4760
K7,Bytes | Outbound Interface | Risk of app | Source Port,16,42,True,True,1048576,835306,0.7966098785400391,213270,749148,0.8968545658716686,749148,0.7144432067871094,19,165,32,3.0517578125e-05,0.999969482421875,1.0,2.0,2.0,4760
K1,Application | Bytes | Outbound Interface | Source Port,17,42,True,True,1048576,835615,0.7969045639038086,212961,749440,0.8968723634688224,749440,0.7147216796875,21,158,33,3.147125244140625e-05,0.9999685287475586,1.0,2.0,2.0,4730
K2,Application | Bytes | Destination Country | Source Port,17,42,True,True,1048576,840635,0.801692008972168,207941,756881,0.9003681740588959,756881,0.7218179702758789,10,98,14,1.33514404296875e-05,0.9999866485595703,1.0,1.0,2.0,4711
K3,Bytes | Destination Port | Outbound Interface | Source Port,17,42,True,True,1048576,937241,0.8938226699829102,111335,887504,0.9469325392295045,887504,0.8463897705078125,20,146,26,2.47955322265625e-05,0.9999752044677734,1.0,1.0,2.0,2173
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,17,42,True,True,1048576,835225,0.7965326309204102,213351,748860,0.8965967254332665,748860,0.7141685485839844,22,162,34,3.24249267578125e-05,0.9999675750732422,1.0,2.0,2.0,4730
K5,Bytes | Category of app | Outbound Interface | Source Port,17,42,True,True,1048576,835078,0.7963924407958984,213498,748617,0.8964635638826552,748617,0.7139368057250977,32,215,48,4.57763671875e-05,0.9999542236328125,1.0,2.0,2.0,4730
K6,Bytes | Outbound Interface | Source Port | Technology of app,17,42,True,True,1048576,834681,0.7960138320922852,213895,748032,0.8961890830149483,748032,0.71337890625,28,210,45,4.291534423828125e-05,0.9999570846557617,1.0,2.0,2.0,4730
K7,Bytes | Outbound Interface | Risk of app | Source Port,17,42,True,True,1048576,835463,0.7967596054077148,213113,749216,0.8967674211784364,749216,0.714508056640625,23,175,35,3.337860107421875e-05,0.9999666213989258,1.0,2.0,2.0,4730
K1,Application | Bytes | Outbound Interface | Source Port,18,42,True,True,1048576,835336,0.7966384887695312,213240,749080,0.896740952143808,749080,0.7143783569335938,20,308,34,3.24249267578125e-05,0.9999675750732422,1.0,2.0,2.0,4699
K2,Application | Bytes | Destination Country | Source Port,18,42,True,True,1048576,840423,0.8014898300170898,208153,756686,0.900363269448837,756686,0.7216320037841797,12,189,13,1.239776611328125e-05,0.9999876022338867,1.0,1.0,2.0,4685
K3,Bytes | Destination Port | Outbound Interface | Source Port,18,42,True,True,1048576,937050,0.8936405181884766,111526,887308,0.9469163865322021,887308,0.8462028503417969,16,268,23,2.193450927734375e-05,0.9999780654907227,1.0,1.0,2.0,2214
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,18,42,True,True,1048576,834945,0.7962656021118164,213631,748504,0.8964710250375774,748504,0.7138290405273438,21,324,35,3.337860107421875e-05,0.9999666213989258,1.0,2.0,2.0,4699
K5,Bytes | Category of app | Outbound Interface | Source Port,18,42,True,True,1048576,834797,0.7961244583129883,213779,748269,0.8963484535761389,748269,0.7136049270629883,36,398,53,5.054473876953125e-05,0.9999494552612305,1.0,2.0,2.0,4699
K6,Bytes | Outbound Interface | Source Port | Technology of app,18,42,True,True,1048576,834422,0.7957668304443359,214154,747728,0.8961029311307708,747728,0.7130889892578125,30,373,51,4.863739013671875e-05,0.9999513626098633,1.0,2.0,2.0,4699
K7,Bytes | Outbound Interface | Risk of app | Source Port,18,42,True,True,1048576,835180,0.7964897155761719,213396,748846,0.8966282717498024,748846,0.7141551971435547,24,335,39,3.719329833984375e-05,0.9999628067016602,1.0,2.0,2.0,4699
K1,Application | Bytes | Outbound Interface | Source Port,19,42,True,True,1048576,835453,0.7967500686645508,213123,749195,0.8967530190208186,749195,0.7144880294799805,20,285,35,3.337860107421875e-05,0.9999666213989258,1.0,2.0,2.0,4745
K2,Application | Bytes | Destination Country | Source Port,19,42,True,True,1048576,840488,0.8015518188476562,208088,756678,0.9002841206537154,756678,0.7216243743896484,14,180,18,1.71661376953125e-05,0.9999828338623047,1.0,1.0,2.0,4729
K3,Bytes | Destination Port | Outbound Interface | Source Port,19,42,True,True,1048576,937081,0.8936700820922852,111495,887261,0.9468349054137263,887261,0.8461580276489258,16,254,23,2.193450927734375e-05,0.9999780654907227,1.0,1.0,2.0,2255
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,19,42,True,True,1048576,835037,0.7963533401489258,213539,748564,0.8964441096622066,748564,0.7138862609863281,22,293,37,3.528594970703125e-05,0.999964714050293,1.0,2.0,2.0,4745
K5,Bytes | Category of app | Outbound Interface | Source Port,19,42,True,True,1048576,834909,0.7962312698364258,213667,748360,0.8963372056116296,748360,0.7136917114257812,39,348,56,5.340576171875e-05,0.9999465942382812,1.0,2.0,2.0,4745
K6,Bytes | Outbound Interface | Source Port | Technology of app,19,42,True,True,1048576,834484,0.7958259582519531,214092,747696,0.8959980059533795,747696,0.7130584716796875,33,355,52,4.9591064453125e-05,0.9999504089355469,1.0,2.0,2.0,4745
K7,Bytes | Outbound Interface | Risk of app | Source Port,19,42,True,True,1048576,835269,0.796574592590332,213307,748905,0.8966033696928773,748905,0.7142114639282227,23,295,38,3.62396240234375e-05,0.9999637603759766,1.0,2.0,2.0,4745
