key_id,fields,rows,distinct_contexts,ucc_distinctness_ratio,duplicate_excess_rows,singleton_contexts,singleton_context_share,singleton_rows,singleton_row_share,conflicted_contexts,conflicted_rows,bayes_error,bayes_error_rate,agreement_rate,context_size_median,context_size_p90,context_size_p95,context_size_max,contexts_n_ge_2,rows_n_ge_2,row_share_n_ge_2,contexts_n_ge_5,rows_n_ge_5,row_share_n_ge_5,contexts_n_ge_10,rows_n_ge_10,row_share_n_ge_10
K1,Application | Bytes | Outbound Interface | Source Port,1048576,756126,0.7210979461669922,292450,678655,0.8975422085737034,678655,0.6472158432006836,0,0,0,0.0,1.0,1.0,2.0,2.0,30670,77471,369921,0.3527841567993164,13751,215071,0.2051076889038086,1758,142211,0.13562297821044922
K2,Application | Bytes | Destination Country | Source Port,1048576,758146,0.7230243682861328,290430,681720,0.8991935590242512,681720,0.6501388549804688,0,0,0,0.0,1.0,1.0,2.0,2.0,27509,76426,366856,0.34986114501953125,13650,213813,0.20390796661376953,1767,141807,0.1352376937866211
K3,Bytes | Destination Port | Outbound Interface | Source Port,1048576,816871,0.7790288925170898,231705,748200,0.9159340948570827,748200,0.7135391235351562,0,0,0,0.0,1.0,1.0,1.0,2.0,30670,68671,300376,0.28646087646484375,6802,155638,0.14842796325683594,1513,125358,0.11955070495605469
K4,Bytes | Outbound Interface | Source Port | Subcategory of app,1048576,756079,0.7210531234741211,292497,678582,0.8975014515678917,678582,0.6471462249755859,0,0,0,0.0,1.0,1.0,2.0,2.0,30670,77497,369994,0.35285377502441406,13751,215090,0.2051258087158203,1759,142237,0.13564777374267578
K5,Bytes | Category of app | Outbound Interface | Source Port,1048576,756068,0.7210426330566406,292508,678562,0.8974880566298269,678562,0.6471271514892578,0,0,0,0.0,1.0,1.0,2.0,2.0,30670,77506,370014,0.3528728485107422,13751,215090,0.2051258087158203,1759,142237,0.13564777374267578
K6,Bytes | Outbound Interface | Source Port | Technology of app,1048576,755980,0.7209587097167969,292596,678393,0.8973689780152914,678393,0.6469659805297852,0,0,0,0.0,1.0,1.0,2.0,2.0,30670,77587,370183,0.35303401947021484,13750,215092,0.20512771606445312,1758,142239,0.1356496810913086
K7,Bytes | Outbound Interface | Risk of app | Source Port,1048576,756104,0.7210769653320312,292472,678619,0.897520711436522,678619,0.647181510925293,0,0,0,0.0,1.0,1.0,2.0,2.0,30670,77485,369957,0.35281848907470703,13751,215077,0.20511341094970703,1759,142224,0.1356353759765625
