context,model,probability_state,temperature,temperature_fit_rows,test_rows,mean_confidence,mean_true_class_probability,mean_entropy_bits,mean_normalized_entropy,multiclass_brier,negative_log_likelihood,ece_equal_width_15,adaptive_ece_equal_frequency_15
application_category,lightgbm_ordinal,raw,1.0,106414,197261,0.9983781852753517,0.970405660419933,0.01111953454698889,0.007015645191561008,0.05614079759868718,0.1900413942755693,0.027214795378624833,0.02765428305563855
application_category,lightgbm_ordinal,temperature_scaled,1.5869854029683634,106414,197261,0.9925277259216669,0.9659087587506764,0.044197971478195416,0.02788581525309614,0.054280810066449844,0.12645921736709972,0.023516752480857564,0.025383443972765218
application_category,catboost_native,raw,1.0,106414,197261,0.996585409492351,0.9960751005805203,0.022681801975163843,0.014310623730746722,0.0014968392085331292,0.005420591514028344,0.0029867162808285097,0.002633898936583271
application_category,catboost_native,temperature_scaled,0.6109598708382099,106414,197261,0.9993589370183592,0.9987482396752267,0.004301919272056548,0.0027142088662029415,0.00131150317904498,0.003729479615508582,0.0005569856430174256,0.00014433427732784938
