context,model,seed,train_rows,calibration_rows,test_rows,accuracy,balanced_accuracy,macro_f1,errors,fit_seconds,predict_calibration_and_test_seconds,mean_confidence,mean_true_class_probability,mean_entropy_bits,mean_normalized_entropy,multiclass_brier,negative_log_likelihood,ece_equal_width_15,adaptive_ece_equal_frequency_15
application_category,lightgbm_ordinal,42,638486,212829,197261,0.9712867723472962,0.6719280186682383,0.6725480129323816,5664,272.8001942999981,13.661962400001357,0.9983781852753517,0.970405660419933,0.01111953454698889,0.007015645191561008,0.05614079759868718,0.1900413942755693,0.027214795378624833,0.02765428305563855
application_category,catboost_native,42,638486,212829,197261,0.9992193084289342,0.9997249164925067,0.9923443385912797,154,1335.0006114999996,9.48584320000009,0.996585409492351,0.9960751005805203,0.022681801975163843,0.014310623730746722,0.0014968392085331292,0.005420591514028344,0.0029867162808285097,0.002633898936583271
